File: output/class.out                                 UH v3.0.8, 09/2023
 
  
  HYDROGRAPH CALCULATION FOR WATERSHED-SCS METHOD
  
 INPUTS
 ------
Storm Rainfall=   88.00 mm
SCS storm type= user 
Storm duration=   6.0 h
SCS Curve number=  87.0
Watershed area=    0.10 ha
Maximum flow path length=   21.10 m
Average slope of flow path=    4.20 %
MUSLE type=  1 where R-factor is (see manual)
  0=Foster, 1=Williams,   2=GLEAMS
  3=Cooley, 4=PRZM-MUSLE, 5=PRZM-MUSS
  
 OUTPUTS
 -------
Runoff volume=  489.83 mm=  489.83 m3
Initial Abstraction=    7.59 mm
Concentration time=    0.02 h=     1.44 min
  
 SCS  0.3-min unit hydrograph
 time (h)    q(m3/s)   q(mm/h)
    4.7603    0.0035   12.6688
    4.7661    0.0035   12.6724
    4.7719    0.0035   12.6761
    4.7776    0.0035   12.6797
    4.7834    0.0035   12.6833
    4.7892    0.0035   12.6869
    4.7950    0.0035   12.6905
    4.8007    0.0035   12.6940
    4.8065    0.0035   12.6976
    4.8123    0.0035   12.7012
    4.8181    0.0035   12.7047
    4.8238    0.0035   12.7083
    4.8296    0.0035   12.7118
    4.8354    0.0035   12.7153
    4.8412    0.0035   12.7188
    4.8470    0.0035   12.7223
    4.8527    0.0035   12.7258
    4.8585    0.0035   12.7293
    4.8643    0.0035   12.7328
    4.8701    0.0035   12.7363
    4.8758    0.0035   12.7397
    4.8816    0.0035   12.7432
    4.8874    0.0035   12.7466
    4.8932    0.0035   12.7501
    4.8990    0.0035   12.7535
    4.9047    0.0035   12.7569
    4.9105    0.0035   12.7603
    4.9163    0.0035   12.7637
    4.9221    0.0035   12.7671
    4.9278    0.0035   12.7705
    4.9336    0.0035   12.7739
    4.9394    0.0035   12.7772
    4.9452    0.0036   12.7806
    4.9509    0.0036   12.7840
    4.9567    0.0036   12.7873
    4.9625    0.0036   12.7906
    4.9683    0.0036   12.7940
    4.9741    0.0036   12.7973
    4.9798    0.0036   12.8006
    4.9856    0.0036   12.8039
    4.9914    0.0036   12.8072
    4.9972    0.0036   12.8105
    5.0029    0.0036   12.8138
    5.0087    0.0036   12.8170
    5.0145    0.0036   12.8203
    5.0203    0.0036   12.8235
    5.0261    0.0036   12.8268
    5.0318    0.0036   12.8300
    5.0376    0.0036   12.8333
    5.0434    0.0036   12.8365
    5.0492    0.0036   12.8397
    5.0549    0.0036   12.8429
    5.0607    0.0036   12.8461
    5.0665    0.0036   12.8493
    5.0723    0.0036   12.8525
    5.0781    0.0036   12.8557
    5.0838    0.0036   12.8588
    5.0896    0.0036   12.8620
    5.0954    0.0036   12.8651
    5.1012    0.0036   12.8683
    5.1069    0.0036   12.8714
    5.1127    0.0036   12.8745
    5.1185    0.0036   12.8777
    5.1243    0.0036   12.8808
    5.1300    0.0036   12.8839
    5.1358    0.0036   12.8870
    5.1416    0.0036   12.8901
    5.1474    0.0036   12.8932
    5.1532    0.0036   12.8962
    5.1589    0.0036   12.8993
    5.1647    0.0036   12.9024
    5.1705    0.0036   12.9054
    5.1763    0.0036   12.9085
    5.1820    0.0036   12.9115
    5.1878    0.0036   12.9146
    5.1936    0.0036   12.9176
    5.1994    0.0036   12.9206
    5.2052    0.0036   12.9236
    5.2109    0.0036   12.9266
    5.2167    0.0036   12.9296
    5.2225    0.0036   12.9326
    5.2283    0.0036   12.9356
    5.2340    0.0036   12.9386
    5.2398    0.0036   12.9415
    5.2456    0.0036   12.9445
    5.2514    0.0036   12.9474
    5.2571    0.0036   12.9504
    5.2629    0.0036   12.9533
    5.2687    0.0036   12.9563
    5.2745    0.0036   12.9592
    5.2803    0.0036   12.9621
    5.2860    0.0036   12.9650
    5.2918    0.0036   12.9679
    5.2976    0.0036   12.9708
    5.3034    0.0036   12.9737
    5.3091    0.0036   12.9766
    5.3149    0.0036   12.9795
    5.3207    0.0036   12.9824
    5.3265    0.0036   12.9852
    5.3323    0.0036   12.9881
    5.3380    0.0036   12.9909
    5.3438    0.0036   12.9938
    5.3496    0.0036   12.9966
    5.3554    0.0036   12.9995
    5.3611    0.0036   13.0023
    5.3669    0.0036   13.0051
    5.3727    0.0036   13.0079
    5.3785    0.0036   13.0107
    5.3842    0.0036   13.0135
    5.3900    0.0036   13.0163
    5.3958    0.0036   13.0191
    5.4016    0.0036   13.0219
    5.4074    0.0036   13.0246
    5.4131    0.0036   13.0274
    5.4189    0.0036   13.0302
    5.4247    0.0036   13.0329
    5.4305    0.0036   13.0357
    5.4362    0.0036   13.0384
    5.4420    0.0036   13.0411
    5.4478    0.0036   13.0439
    5.4536    0.0036   13.0466
    5.4594    0.0036   13.0493
    5.4651    0.0036   13.0520
    5.4709    0.0036   13.0547
    5.4767    0.0036   13.0574
    5.4825    0.0036   13.0601
    5.4882    0.0036   13.0628
    5.4940    0.0036   13.0655
    5.4998    0.0036   13.0681
    5.5056    0.0036   13.0708
    5.5114    0.0036   13.0735
    5.5171    0.0036   13.0761
    5.5229    0.0036   13.0788
    5.5287    0.0036   13.0814
    5.5345    0.0036   13.0841
    5.5402    0.0036   13.0867
    5.5460    0.0036   13.0893
    5.5518    0.0036   13.0919
    5.5576    0.0036   13.0945
    5.5633    0.0036   13.0971
    5.5691    0.0036   13.0997
    5.5749    0.0036   13.1023
    5.5807    0.0036   13.1049
    5.5865    0.0036   13.1075
    5.5922    0.0036   13.1101
    5.5980    0.0036   13.1127
    5.6038    0.0036   13.1152
    5.6096    0.0036   13.1178
    5.6153    0.0036   13.1203
    5.6211    0.0036   13.1229
    5.6269    0.0036   13.1254
    5.6327    0.0036   13.1280
    5.6385    0.0036   13.1305
    5.6442    0.0036   13.1330
    5.6500    0.0036   13.1355
    5.6558    0.0036   13.1380
    5.6616    0.0037   13.1406
    5.6673    0.0037   13.1431
    5.6731    0.0037   13.1455
    5.6789    0.0037   13.1480
    5.6847    0.0037   13.1505
    5.6904    0.0037   13.1530
    5.6962    0.0037   13.1555
    5.7020    0.0037   13.1579
    5.7078    0.0037   13.1604
    5.7136    0.0037   13.1629
    5.7193    0.0037   13.1653
    5.7251    0.0037   13.1678
    5.7309    0.0037   13.1702
    5.7367    0.0037   13.1726
    5.7424    0.0037   13.1751
    5.7482    0.0037   13.1775
    5.7540    0.0037   13.1799
    5.7598    0.0037   13.1823
    5.7656    0.0037   13.1847
    5.7713    0.0037   13.1871
    5.7771    0.0037   13.1895
    5.7829    0.0037   13.1919
    5.7887    0.0037   13.1943
    5.7944    0.0037   13.1967
    5.8002    0.0037   13.1991
    5.8060    0.0037   13.2014
    5.8118    0.0037   13.2038
    5.8176    0.0037   13.2062
    5.8233    0.0037   13.2085
    5.8291    0.0037   13.2109
    5.8349    0.0037   13.2132
    5.8407    0.0037   13.2156
    5.8464    0.0037   13.2179
    5.8522    0.0037   13.2202
    5.8580    0.0037   13.2226
    5.8638    0.0037   13.2249
    5.8695    0.0037   13.2272
    5.8753    0.0037   13.2295
    5.8811    0.0037   13.2318
    5.8869    0.0037   13.2341
    5.8927    0.0037   13.2364
    5.8984    0.0037   13.2387
    5.9042    0.0037   13.2410
    5.9100    0.0037   13.2433
    5.9158    0.0037   13.2455
    5.9215    0.0037   13.2478
    5.9273    0.0037   13.2501
    5.9331    0.0037   13.2523
    5.9389    0.0037   13.2546
    5.9447    0.0037   13.2568
    5.9504    0.0037   13.2591
    5.9562    0.0037   13.2613
    5.9620    0.0037   13.2636
    5.9678    0.0037   13.2658
    5.9735    0.0037   13.2680
    5.9793    0.0037   13.2702
    5.9851    0.0037   13.2724
    5.9909    0.0037   13.2747
    5.9966    0.0037   13.2769
    6.0024    0.0037   13.2791
    6.0082    0.0037   13.2813
    6.0140    0.0035   12.6253
    6.0198    0.0028   10.0722
    6.0255    0.0019    6.7201
    6.0313    0.0011    3.8977
    6.0371    0.0006    2.0347
    6.0429    0.0003    0.9803
    6.0486    0.0001    0.4438
    6.0544    0.0001    0.1911
    6.0602    0.0000    0.0791
    6.0660    0.0000    0.0316
    6.0718    0.0000    0.0122
    6.0775    0.0000    0.0046
    6.0833    0.0000    0.0017
    6.0891    0.0000    0.0006
    6.0949    0.0000    0.0001

Peak flow=   0.0037 m3/s=   13.2813 mm/h
Time to peak=    6.01 h=   360.49 min
Number of final hydrograph steps (nhyd)  =  966
Time to ponding=   0.518 h
