0.0000	0.0000
1.0000	0.0213
2.0000	0.0427
3.0000	0.0661
4.0000	0.0895
5.0000	0.1159
6.0000	0.1422
7.0000	0.1730
8.0000	0.2037
9.0000	0.2427
10.0000	0.2816
11.0000	0.3686
12.0000	0.4555
12.5000	0.5000
13.0000	0.5562
14.0000	0.6570
15.0000	0.7134
16.0000	0.7697
17.0000	0.8059
18.0000	0.8422
19.0000	0.8716
20.0000	0.9011
21.0000	0.9266
22.0000	0.9521
23.0000	0.9760
24.0000	1.0000
