982	0	1
1017	0	1
1052	0	1
1087	0	1
1122	0	1
1157	0	1
1192	0	1
1227	0	1
1262	0	1
1297	0	1
1332	0	1
1367	0	1
1402	0	1
1438	0	1
1473	0	1
1508	1.3	1
1543	2.03	1
1578	2.52	1
1613	2.92	1
1648	3.11	1
1683	3.23	1
1718	3.1	1
1753	2.69	1
1788	2.24	1
1823	1.85	1
1858	1.46	1
1893	1.06	1
1928	0.797	1
1963	0.613	1
1999	0.461	1
2034	0.324	1
2069	0.218	1
2104	0.138	1
2139	0.0963	1
2174	0.0678	1
2209	0.0459	1
2244	0.0308	1
2279	0.0227	1
2314	0.0167	1
2349	0.0141	1
2384	0	1
2419	0	1
2454	0	1
2489	0	1
2524	0	1
2560	0	1
2595	0	1
2630	0	1
2665	0	1
2700	0	1
