0.000000e+00	0.000000e+00	0.000000e+00
3.506000e+01	0.000000e+00	0.000000e+00
7.012000e+01	0.000000e+00	0.000000e+00
1.052000e+02	0.000000e+00	0.000000e+00
1.402000e+02	0.000000e+00	0.000000e+00
1.753000e+02	0.000000e+00	0.000000e+00
2.104000e+02	0.000000e+00	0.000000e+00
2.454000e+02	0.000000e+00	0.000000e+00
2.805000e+02	0.000000e+00	0.000000e+00
3.156000e+02	0.000000e+00	0.000000e+00
3.506000e+02	0.000000e+00	0.000000e+00
3.857000e+02	0.000000e+00	0.000000e+00
4.207000e+02	0.000000e+00	0.000000e+00
4.558000e+02	0.000000e+00	0.000000e+00
4.909000e+02	0.000000e+00	0.000000e+00
5.259000e+02	0.000000e+00	0.000000e+00
5.610000e+02	0.000000e+00	0.000000e+00
5.961000e+02	0.000000e+00	0.000000e+00
6.311000e+02	0.000000e+00	0.000000e+00
6.662000e+02	0.000000e+00	0.000000e+00
7.012000e+02	0.000000e+00	0.000000e+00
7.363000e+02	0.000000e+00	0.000000e+00
7.714000e+02	0.000000e+00	0.000000e+00
8.064000e+02	0.000000e+00	0.000000e+00
8.415000e+02	0.000000e+00	0.000000e+00
8.766000e+02	0.000000e+00	0.000000e+00
9.116000e+02	0.000000e+00	0.000000e+00
9.467000e+02	0.000000e+00	0.000000e+00
9.817000e+02	0.000000e+00	0.000000e+00
1.017000e+03	0.000000e+00	0.000000e+00
1.052000e+03	0.000000e+00	0.000000e+00
1.087000e+03	0.000000e+00	0.000000e+00
1.122000e+03	0.000000e+00	0.000000e+00
1.157000e+03	0.000000e+00	0.000000e+00
1.192000e+03	0.000000e+00	0.000000e+00
1.227000e+03	0.000000e+00	0.000000e+00
1.262000e+03	0.000000e+00	0.000000e+00
1.297000e+03	0.000000e+00	0.000000e+00
1.332000e+03	0.000000e+00	0.000000e+00
1.367000e+03	0.000000e+00	0.000000e+00
1.402000e+03	0.000000e+00	0.000000e+00
1.438000e+03	0.000000e+00	0.000000e+00
1.473000e+03	1.270629e-04	3.474000e-07
1.508000e+03	4.109167e-04	4.148000e-04
1.543000e+03	6.491143e-04	5.348000e-04
1.578000e+03	8.405111e-04	6.801000e-04
1.613000e+03	1.100371e-03	1.076000e-03
1.648000e+03	1.333583e-03	1.341000e-03
1.683000e+03	1.472400e-03	1.491000e-03
1.718000e+03	1.600222e-03	1.606000e-03
1.753000e+03	1.727486e-03	1.762000e-03
1.788000e+03	1.783361e-03	1.812000e-03
1.823000e+03	1.704086e-03	1.724000e-03
1.858000e+03	1.532667e-03	1.535000e-03
1.893000e+03	1.353000e-03	1.360000e-03
1.928000e+03	1.180139e-03	1.187000e-03
1.963000e+03	1.012800e-03	1.016000e-03
1.999000e+03	8.560250e-04	8.580000e-04
2.034000e+03	7.463286e-04	7.551000e-04
2.069000e+03	6.690111e-04	6.825000e-04
2.104000e+03	5.791429e-04	5.886000e-04
2.139000e+03	4.677500e-04	4.754000e-04
2.174000e+03	3.613314e-04	3.682000e-04
2.209000e+03	2.599667e-04	2.652000e-04
2.244000e+03	1.756800e-04	1.806000e-04
2.279000e+03	1.097989e-04	1.144000e-04
2.314000e+03	5.928171e-05	6.328000e-05
2.349000e+03	2.344017e-05	2.637000e-05
2.384000e+03	3.163714e-06	3.693000e-06
2.419000e+03	0.000000e+00	0.000000e+00
2.454000e+03	0.000000e+00	0.000000e+00
2.489000e+03	0.000000e+00	0.000000e+00
2.524000e+03	0.000000e+00	0.000000e+00
2.560000e+03	0.000000e+00	0.000000e+00
2.595000e+03	0.000000e+00	0.000000e+00
2.630000e+03	0.000000e+00	0.000000e+00
2.665000e+03	0.000000e+00	0.000000e+00
2.700000e+03	0.000000e+00	0.000000e+00
2.735000e+03	0.000000e+00	0.000000e+00
2.770000e+03	0.000000e+00	0.000000e+00
2.805000e+03	0.000000e+00	0.000000e+00
2.840000e+03	0.000000e+00	0.000000e+00
2.875000e+03	0.000000e+00	0.000000e+00
2.910000e+03	0.000000e+00	0.000000e+00
2.945000e+03	0.000000e+00	0.000000e+00
2.980000e+03	0.000000e+00	0.000000e+00
3.015000e+03	0.000000e+00	0.000000e+00
3.050000e+03	0.000000e+00	0.000000e+00
3.085000e+03	0.000000e+00	0.000000e+00
3.121000e+03	0.000000e+00	0.000000e+00
3.156000e+03	0.000000e+00	0.000000e+00
3.191000e+03	0.000000e+00	0.000000e+00
3.226000e+03	0.000000e+00	0.000000e+00
3.261000e+03	0.000000e+00	0.000000e+00
3.296000e+03	0.000000e+00	0.000000e+00
3.331000e+03	0.000000e+00	0.000000e+00
3.366000e+03	0.000000e+00	0.000000e+00
3.401000e+03	0.000000e+00	0.000000e+00
3.436000e+03	0.000000e+00	0.000000e+00
3.471000e+03	0.000000e+00	0.000000e+00
3.506000e+03	0.000000e+00	0.000000e+00
