0	0.0000E+00	1
35.06	0.0000E+00	1
70.12	0.0000E+00	1
105.2	0.0000E+00	1
140.2	0.0000E+00	1
175.3	0.0000E+00	1
210.4	0.0000E+00	1
245.4	0.0000E+00	1
280.5	0.0000E+00	1
315.6	0.0000E+00	1
350.6	0.0000E+00	1
385.7	0.0000E+00	1
420.7	0.0000E+00	1
455.8	0.0000E+00	1
490.9	0.0000E+00	1
525.9	0.0000E+00	1
561	0.0000E+00	1
596.1	0.0000E+00	1
631.1	0.0000E+00	1
666.2	0.0000E+00	1
701.2	0.0000E+00	1
736.3	0.0000E+00	1
771.4	0.0000E+00	1
806.4	0.0000E+00	1
841.5	0.0000E+00	1
876.6	0.0000E+00	1
911.6	0.0000E+00	1
946.7	0.0000E+00	1
981.7	0.0000E+00	1
1017	0.0000E+00	1
1052	0.0000E+00	1
1087	0.0000E+00	1
1122	0.0000E+00	1
1157	0.0000E+00	1
1192	0.0000E+00	1
1227	0.0000E+00	1
1262	0.0000E+00	1
1297	0.0000E+00	1
1332	0.0000E+00	1
1367	0.0000E+00	1
1402	0.0000E+00	1
1438	0.0000E+00	1
1473	0.3474E-06	1
1508	0.4148E-03	1
1543	0.5348E-03	1
1578	0.6801E-03	1
1613	0.1076E-02	1
1648	0.1341E-02	1
1683	0.1491E-02	1
1718	0.1606E-02	1
1753	0.1762E-02	1
1788	0.1812E-02	1
1823	0.1724E-02	1
1858	0.1535E-02	1
1893	0.1360E-02	1
1928	0.1187E-02	1
1963	0.1016E-02	1
1999	0.8580E-03	1
2034	0.7551E-03	1
2069	0.6825E-03	1
2104	0.5886E-03	1
2139	0.4754E-03	1
2174	0.3682E-03	1
2209	0.2652E-03	1
2244	0.1806E-03	1
2279	0.1144E-03	1
2314	0.6328E-04	1
2349	0.2637E-04	1
2384	0.3693E-05	1
2419	0.0000E+00	1
2454	0.0000E+00	1
2489	0.0000E+00	1
2524	0.0000E+00	1
2560	0.0000E+00	1
2595	0.0000E+00	1
2630	0.0000E+00	1
2665	0.0000E+00	1
2700	0.0000E+00	1
2735	0.0000E+00	1
2770	0.0000E+00	1
2805	0.0000E+00	1
2840	0.0000E+00	1
2875	0.0000E+00	1
2910	0.0000E+00	1
2945	0.0000E+00	1
2980	0.0000E+00	1
3015	0.0000E+00	1
3050	0.0000E+00	1
3085	0.0000E+00	1
3121	0.0000E+00	1
3156	0.0000E+00	1
3191	0.0000E+00	1
3226	0.0000E+00	1
3261	0.0000E+00	1
3296	0.0000E+00	1
3331	0.0000E+00	1
3366	0.0000E+00	1
3401	0.0000E+00	1
3436	0.0000E+00	1
3471	0.0000E+00	1
3506	0.0000E+00	1
